id_speaker;start_time;end_time;gender
2602;3028.612;3037.77;male
2610;3038.638;3053.861;male
2602;3053.861;3055.277;male
2610;3055.277;3069.146;male
2602;3069.573;3086.903;male
2609;3087.586;3090.565;male
2602;3090.565;3090.966;male
2609;3090.966;3150.406;male
2602;3150.406;3150.698;male
2609;3150.698;3157.003;male
2602;3157.003;3158.786;male
2602;3159.493;3162.132;male
2607;3162.132;3163.629;female
2602;3163.629;3176.465;male
2607;3176.465;3225.241;female
2602;3225.241;3227.165;male
2607;3227.165;3235.494;female
2608;3235.494;3236.053;female
2607;3236.87;3248.902;female
2605;3248.902;3251.325;female
2602;3251.325;3260.811;male
2605;3260.811;3301.911;female
2602;3301.911;3306.978;male
2605;3306.978;3307.77;female
2602;3307.77;3308.787;male
2607;3308.787;3309.595;female
2605;3309.595;3316.84;female
2607;3316.84;3317.609;female
2604;3317.609;3318.071;NA
2605;3318.071;3320.339;female
2602;3320.339;3323.929;male
2608;3323.929;3363.669;female
2602;3363.669;3363.87;male
2608;3363.87;3365.935;female
2608;3366.26;3389.937;female
2602;3389.937;3394.768;male
2608;3394.768;3396.274;female
2602;3396.274;3399.651;male
2608;3399.651;3415.254;female
2602;3415.254;3424.019;male
2602;3424.25;3438.364;male
2605;3438.364;3438.739;female
2602;3438.739;3481.03;male
2615;275.365;288.177;male
2616;288.177;288.95;male
2615;288.95;292.7;male
2617;292.7;293.77;male
2615;293.77;298.557;male
2618;298.557;302.686;male
2615;302.686;310.082;male
2620;310.082;310.662;male
2615;310.662;333.821;male
2615;334.355;347.003;male
2615;348.21;352.655;male
2620;352.655;383.869;male
2617;383.869;386.06;male
2620;386.06;402.517;male
2617;402.517;404.24;male
2620;404.24;405.856;male
2618;405.856;414.809;male
2620;414.809;424.06;male
2615;424.06;464.493;male
2620;464.493;521.866;male
2615;521.866;536.364;male
2616;536.364;558.433;male
2617;558.433;561.0;male
2616;561.0;563.653;male
2617;563.653;566.085;male
2616;566.39;573.525;male
2620;573.525;578.864;male
2615;578.864;594.89;male
2616;594.89;595.451;male
2615;595.451;596.178;male
2616;596.178;599.369;male
2617;599.369;601.21;male
2616;601.21;609.063;male
2617;609.063;653.137;male
2617;653.483;660.617;male
2615;660.617;663.58;male
2617;663.58;664.681;male
2620;664.681;664.952;male
2617;664.952;666.074;male
2620;666.074;672.605;male
2617;672.605;679.412;male
2616;679.412;682.42;male
2615;682.42;683.109;male
2617;683.109;692.845;male
2617;693.063;711.821;male
2615;711.821;724.751;male
2618;724.751;739.204507173;male
2615;739.204507173;741.943;male
2618;741.943;776.501;male
2617;776.501;778.228;male
2618;778.228;787.962;male
2616;787.962;798.865;male
2616;799.194;816.012;male
2617;816.012;817.62;male
2616;817.62;868.513799891;male
2615;868.513799891;869.042;male
2617;869.042;869.602;male
2615;869.602;870.249571503;male
2620;870.249571503;871.932;male
2615;871.932;874.319;male
2617;874.319;875.404;male
2615;875.586;896.280168572;male
2620;896.280168572;897.094;male
2617;897.094;898.26;male
2615;898.26;899.294;male
2617;899.294;952.076;male
2615;952.076;955.79;male
2617;955.79;957.875;male
2615;957.875;973.728;male
2617;973.728;975.306;male
2620;975.306;1001.905;male
2616;1001.905;1009.231;male
2615;1009.231;1010.385;male
2620;1010.385;1040.102;male
2616;1040.102;1041.885;male
2615;1041.885;1053.547;male
2616;1053.547;1056.952;male
2620;1056.952;1059.418;male
2620;1059.876;1095.627;male
2616;1095.627;1098.509;male
2617;1098.509;1101.306;male
2616;1101.306;1103.42381955;male
2618;1103.42381955;1112.278;male
2615;1112.278;1129.163;male
2616;1129.163;1131.952;male
2615;1131.952;1135.222;male
2620;1135.222;1140.447;male
2616;1140.447;1141.464;male
2615;1141.464;1172.648;male
2620;1172.648;1177.783;male
2616;1177.783;1180.178;male
2620;1180.178;1203.988;male
2615;1203.988;1222.735;male
2616;1222.735;1225.273;male
2620;1225.273;1236.88;male
2616;1236.88;1237.859;male
2620;1237.859;1238.189;male
2616;1238.189;1238.406;male
2620;1238.406;1241.146;male
2615;1241.146;1241.403;male
2620;1241.403;1242.913;male
2615;1242.913;1243.793;male
2620;1243.793;1285.663;male
2616;1285.663;1288.907;male
2620;1288.907;1291.308;male
2616;1291.308;1292.386;male
2620;1292.386;1295.49;male
2616;1295.49;1311.017;male
2620;1311.017;1312.803;male
2616;1312.803;1321.142;male
2620;1321.142;1322.924;male
2620;1323.209;1325.21;male
2616;1325.21;1327.489;male
2620;1327.489;1336.25;male
2616;1336.25;1339.468;male
2617;1339.468;1365.64;male
2617;1366.532;1393.808;male
2620;1393.808;1394.965;male
2617;1394.965;1396.23;male
2617;1396.58;1400.828;male
2617;1401.135;1401.914;male
2617;1402.237;1412.288;male
2617;1412.783;1425.487;male
2615;1425.487;1433.943;male
2617;1433.943;1434.97;male
2615;1434.97;1438.655;male
2620;1438.655;1446.36617053;male
2616;1446.36617053;1447.73;male
2620;1447.73;1453.934;male
2616;1453.934;1454.143;male
2620;1454.143;1468.588;male
2617;1468.588;1470.531;male
2620;1470.531;1473.521;male
2615;1473.521;1474.632;male
2620;1474.632;1483.845;male
2620;1484.252;1500.638;male
2617;1500.638;1502.113;male
2620;1502.113;1503.482;male
2615;1503.482;1503.943;male
2618;1503.943;1508.545;male
2618;1508.861;1525.904;male
2615;1525.904;1556.096;male
2617;1556.096;1558.476;male
2615;1558.476;1568.331;male
2620;1568.331;1576.844;male
2615;1576.844;1586.532;male
2616;1586.532;1593.204;male
2616;1593.648;1597.562;male
2620;1597.562;1598.279;male
2616;1598.279;1599.693;male
2617;1599.693;1600.55;male
2616;1600.55;1604.542;male
2616;1605.153;1624.335;male
2616;1624.772;1631.659;male
2618;1631.659;1632.592;male
2615;1632.592;1634.885;male
2617;1634.885;1658.895;male
2615;1658.895;1682.036;male
2618;1682.036;1727.096;male
2617;1727.096;1729.645;male
2615;1729.645;1730.58;male
2616;1730.58;1730.939;male
2620;1730.939;1732.028;male
2616;1732.028;1735.13487596;male
2620;1735.13487596;1736.144;male
2620;1736.455;1763.615;male
2617;1763.615;1772.786;male
2615;1772.786;1774.639;male
2616;1774.639;1779.142;male
2620;1779.142;1780.334;male
2616;1780.522;1783.21;male
2615;1783.21;1792.484;male
2617;1792.484;1794.826;male
2620;1795.037;1795.864;male
2620;1795.864;1796.874;male
2615;1796.874;1797.185;male
2616;1797.185;1798.462;male
2620;1798.462;1809.961;male
2616;1809.961;1819.436;male
2615;1819.436;1821.257;male
2617;1821.257;1826.283;male
2615;1826.283;1827.274;male
2617;1827.274;1827.784;male
2615;1827.784;1856.088;male
2615;271.952;286.568;male
2616;286.568;287.349;male
2615;287.349;290.528;male
2617;290.528;291.284;male
2615;291.284;293.763;male
2615;294.069;294.997;male
2621;294.997;296.119;male
2615;296.119;298.741;male
2620;298.741;299.466;male
2615;299.466;305.116;male
2615;305.473;359.07;male
2615;359.86;379.126;male
2617;379.126;395.102;male
2617;395.649;412.946;male
2617;413.239;455.53;male
2615;455.53;456.348;male
2617;456.348;464.33;male
2617;464.739;467.765;male
2617;468.177;485.192;male
2615;485.323;487.35;male
2616;487.35;495.014;male
2617;495.014;496.957353096;male
2616;496.957353096;500.719;male
2617;500.719;504.125;male
2616;504.125;529.314;male
2615;529.314;529.754;male
2620;529.754;544.397;male
2620;544.718;550.554;male
2620;550.882;557.387;male
2615;557.387;561.346;male
2620;561.346;572.71;male
2620;572.983;575.729;male
2615;575.729;609.557;male
2621;609.557;662.208;male
2621;662.517;686.907;male
2615;687.338;689.562;male
2615;689.864;700.959;male
2620;701.126;702.664;male
2615;702.664;702.88;male
2620;702.88;717.171;male
2620;717.82;748.914;male
2615;748.914;750.115;male
2620;750.115;783.577;male
2617;783.577;784.847;male
2620;784.847;795.915;male
2615;795.915;796.359;male
2620;796.359;799.596;male
2615;799.596;812.813;male
2616;812.813;830.710814077;male
2617;830.710814077;831.966;male
2615;831.966;833.204;male
2616;833.204;849.57;male
2616;849.879;872.665;male
2615;872.665;874.547;male
2616;874.547;877.792;male
2616;878.301;882.61;male
2620;882.61;884.887;male
2616;884.887;886.256;male
2620;886.256;887.457;male
2616;887.457;891.194;male
2620;891.194;895.009;male
2616;895.009;906.984;male
2620;906.984;910.248;male
2616;910.248;911.546;male
2620;911.546;920.113;male
2616;920.113;922.273;male
2617;922.273;947.514;male
2616;947.514;947.879190808;male
2617;947.879190808;949.548;male
2616;949.548;951.082;male
2617;951.082;966.641;male
2615;966.641;968.47;male
2617;968.47;993.648443803;male
2621;993.648443803;997.392;male
2617;997.392;1005.656;male
2621;1005.656;1009.488;male
2617;1009.488;1011.834;male
2621;1011.834;1021.371;male
2615;1021.371;1030.972;male
2616;1030.972;1031.925;male
2615;1031.925;1049.829;male
2621;1049.829;1050.323;male
2620;1050.323;1059.32;male
2620;1059.811;1066.428;male
2620;1066.8;1072.164;male
2621;1072.164;1072.547;male
2615;1072.547;1075.804;male
2621;1075.804;1092.839;male
2616;1092.839;1107.706;male
2621;1107.706;1109.007;male
2616;1109.007;1120.488;male
2621;1120.488;1121.021;male
2617;1121.021;1123.937;male
2616;1123.937;1126.277;male
2617;1126.277;1133.335;male
2615;1133.335;1134.748;male
2620;1134.748;1160.998;male
2621;1160.998;1174.925;male
2621;1175.31;1180.066;male
2616;1180.066;1180.384;male
2615;1180.384;1182.494;male
2621;1182.494;1184.291;male
2615;1184.291;1186.79;male
2617;1186.79;1187.517;male
2615;1187.517;1204.432;male
2615;1204.566;1205.6;male
2616;1205.6;1214.087;male
2616;1214.352;1216.027;male
2616;1216.586;1224.341;male
2616;1224.547;1234.757;male
2615;1234.757;1240.961;male
2617;1240.961;1241.09;male
2615;1241.09;1248.274;male
2617;1248.274;1250.374;male
2617;1250.676;1266.596;male
2615;1266.596;1267.184;male
2617;1267.184;1277.51;male
2615;1277.51;1278.907;male
2617;1278.907;1280.667;male
2615;1280.667;1281.045;male
2616;1281.045;1283.352;male
2617;1283.352;1284.342;male
2615;1284.342;1296.719;male
2616;1296.719;1297.321;male
2620;1297.321;1299.903;male
2616;1299.903;1300.789;male
2615;1300.789;1303.351;male
2616;1303.351;1304.746;male
2615;1304.746;1308.526;male
2616;1308.526;1331.458;male
2617;1331.458;1332.584;male
2616;1332.584;1333.974;male
2617;1333.974;1335.538;male
2617;1335.538;1339.308;male
2616;1339.308;1339.99;male
2617;1339.99;1346.87;male
2616;1346.87;1347.144;male
2617;1347.144;1349.685;male
2616;1349.685;1350.239;male
2621;1350.239;1362.444;male
2616;1362.444;1366.357;male
2615;1366.357;1380.614;male
2621;1380.614;1383.951;male
2615;1383.951;1384.66;male
2621;1384.66;1391.476;male
2615;1391.476;1392.035;male
2621;1392.035;1414.343;male
2621;1414.883;1417.168;male
2621;1417.529;1420.349;male
2615;1420.349;1429.179;male
2620;1429.179;1429.841;male
2615;1429.841;1430.477;male
2620;1430.477;1451.516;male
2620;1451.704;1469.67;male
2617;1469.67;1470.381;male
2616;1470.381;1471.674;male
2617;1471.674;1472.45;male
2616;1472.45;1473.818;male
2620;1473.818;1512.353;male
2615;1512.353;1519.166;male
2620;1519.166;1525.984;male
2617;1525.984;1526.347;male
2615;1526.347;1526.467;male
2617;1526.467;1551.461;male
2620;1551.461;1551.76;male
2617;1551.76;1559.962;male
2615;1559.962;1561.386;male
2617;1561.386;1563.578;male
2615;1563.578;1566.654;male
2617;1566.654;1570.014;male
2615;1570.014;1571.242;male
2617;1571.242;1592.032;male
2617;1592.477;1599.458;male
2617;1599.931;1607.788;male
2615;1607.788;1608.944;male
2616;1608.944;1610.227;male
2616;1611.027;1618.694;male
2616;1619.177;1623.667;male
2617;1623.667;1630.757;male
2616;1630.757;1651.487;male
2616;1652.107;1656.831;male
2621;1656.831;1658.951;male
2615;1658.951;1659.276;male
2616;1659.644;1682.552;male
2617;1682.552;1686.307;male
2615;1686.307;1686.777;male
2620;1686.777;1690.928;male
2615;1690.928;1691.129;male
2620;1691.129;1711.972;male
2615;1711.972;1717.946;male
2617;1717.946;1718.658;male
2615;1718.658;1726.748;male
2621;1726.748;1740.174;male
2620;1740.174;1742.273;male
2621;1742.273;1743.623;male
2615;1743.623;1744.902;male
2616;1744.902;1762.686;male
2615;1762.686;1763.552;male
2616;1763.552;1772.183;male
2615;1772.183;1772.62;male
2616;1772.62;1774.983;male
2621;1774.983;1777.677;male
2616;1777.677;1779.088;male
2621;1779.088;1779.925;male
2616;1779.925;1787.353;male
2616;1788.51;1806.755;male
2621;1806.755;1807.781;male
2616;1807.781;1815.733;male
2615;1815.733;1841.984;male
2620;1841.984;1850.275;male
2615;1850.486;1863.577;male
2623;274.224;319.659;male
2623;320.66;338.136;male
2624;338.674;344.475;male
2624;344.907;374.234;male
2624;374.847;418.339;male
2624;418.863;425.728;male
2625;426.08;427.829;male
2623;427.829;429.591;male
2625;429.591;477.307;male
2623;477.307;480.046;male
2625;480.046;514.493;male
2624;514.493;539.348;male
2624;539.738;616.449;male
2625;616.786;715.734;male
2623;715.734;741.52;male
2625;741.52;751.428;male
2624;751.428;751.703;male
2625;751.703;752.391;male
2624;752.391;752.624;male
2625;752.624;757.118;male
2624;757.118;759.366;male
2625;759.366;760.46;male
2624;760.46;760.915;male
2625;760.915;800.791;male
2623;800.791;810.112;male
2625;810.112;812.508;male
2624;812.508;818.547;male
2624;818.848;823.272;male
2624;823.722;847.023;male
2624;847.238;863.326;male
2624;863.615;930.558;male
2625;931.147;933.142;male
2624;933.142;934.346;male
2625;934.346;937.554;male
2624;937.554;942.302;male
2623;942.302;944.424;male
2625;944.424;966.872;male
2623;966.872;968.969;male
2625;968.969;980.343;male
2625;980.612;1010.399;male
2624;1010.399;1015.382;male
2625;1015.382;1015.532;male
2624;1015.532;1015.994;male
2625;1015.994;1016.322;male
2624;1016.322;1018.29;male
2625;1018.29;1019.642;male
2624;1019.642;1020.565;male
2625;1020.565;1027.591;male
2624;1027.591;1028.773;male
2625;1028.773;1058.31918041;male
2623;1058.31918041;1077.512;male
2625;1077.512;1079.656;male
2623;1079.656;1082.244;male
2625;1082.244;1110.88;male
2625;1111.157;1121.689;male
2625;1122.144;1128.132;male
2623;1128.132;1131.49;male
2624;1131.49;1141.26;male
2624;1141.463;1142.598;male
2623;1142.598;1143.869;male
2624;1143.869;1145.028;male
2623;1145.028;1145.501;male
2624;1145.501;1146.746;male
2623;1146.746;1148.891;male
2624;1148.891;1153.748;male
2623;1153.748;1154.159;male
2624;1154.391;1158.957;male
2624;1159.303;1174.921;male
2624;1175.203;1193.942;male
2623;1193.942;1194.345;male
2624;1194.345;1197.524;male
2624;1197.901;1202.04;male
2624;1202.395;1218.721;male
2623;1218.721;1218.856;male
2624;1218.856;1223.093;male
2623;1223.093;1225.538;male
2624;1225.538;1226.568;male
2623;1226.568;1226.738;male
2624;1226.738;1247.043;male
2624;1247.45;1260.476;male
2623;1260.801;1261.57;male
2625;1261.57;1304.897;male
2625;1305.108;1307.233;male
2625;1307.233;1309.555;male
2623;1309.555;1311.932;male
2625;1311.932;1312.417;male
2623;1312.417;1312.968;male
2625;1312.968;1334.411;male
2624;1334.619;1335.694;male
2625;1335.694;1357.884;male
2624;1357.884;1358.814;male
2625;1358.814;1384.479;male
2623;1384.479;1386.323;male
2623;1386.601;1400.628;male
2624;1400.628;1413.056;male
2624;1413.497;1444.12;male
2623;1444.12;1445.986;male
2624;1445.986;1472.037;male
2625;1473.084;1527.88501223;male
2623;1527.88501223;1545.245;male
2625;1545.469;1600.374;male
2623;1601.171;1606.157;male
2625;1606.157;1607.266;male
2623;1607.266;1607.501;male
2625;1607.501;1613.433;male
2623;1613.433;1616.315;male
2624;1616.315;1617.632;male
2623;1617.632;1618.499;male
2624;1618.499;1621.145;male
2623;1621.145;1621.324;male
2624;1621.324;1623.819;male
2624;1623.819;1627.227;male
2623;1627.227;1627.55;male
2624;1627.55;1650.193;male
2625;1650.193;1664.278;male
2625;1664.525;1681.991;male
2623;1681.991;1708.658;male
2624;1708.658;1726.192;male
2624;1726.563;1729.936;male
2623;1729.936;1730.177;male
2624;1730.177;1730.721;male
2623;1730.721;1735.558;male
2624;1735.558;1736.56;male
2623;1736.56;1737.321;male
2624;1737.321;1799.913;male
2624;1800.345;1808.929;male
2623;1809.314;1814.511;male
2625;1814.511;1842.754;male
2623;1842.754;1845.044;male
2625;1845.044;1866.754;male
2623;1866.754;1878.955;male
2602;104.819;194.146;male
2602;194.516;224.1;male
2741;225.864;233.943;female
2741;234.192;249.949;female
2741;250.379;259.007;female
2741;259.573;263.942;female
2741;264.127;271.049;female
2741;271.545;286.902;female
2741;287.55;298.442;female
2742;298.442;305.275;male
2741;305.663;313.129;female
2741;313.403;316.688;female
2741;317.359;335.722;female
2741;336.026;338.316;female
2602;338.997;493.942;male
2739;495.151;498.983;male
2739;499.451;521.905;male
2602;521.905;522.181;male
2739;522.181;524.835;male
2602;524.835;534.172;male
2602;534.701;535.133;male
2739;535.133;535.89;male
2739;536.217;536.64;male
2739;537.833;548.714;male
2739;550.127;554.53;male
2739;555.267;556.74;male
2602;557.38;565.102;male
2739;566.241;567.347;male
2602;567.347;576.282;male
2602;576.656;585.638;male
2740;586.666;594.284;male
2740;594.553;604.162;male
2740;604.483;608.681;male
2740;608.937;612.641;male
2740;612.863;623.558;male
2740;623.79;625.007;male
2740;625.324;631.811;male
2740;632.12;638.331;male
2740;638.591;645.079;male
2602;645.079;645.237;male
2740;645.237;647.279;male
2602;647.279;648.093;male
2740;648.093;652.515;male
2602;652.515;690.493;male
2743;690.722;698.647;male
2743;698.899;705.374;male
2743;705.646;739.909;male
2602;739.909;740.133;male
2743;740.133;743.131;male
2602;743.131;749.974;male
2743;749.974;776.664;male
2602;776.664;785.347;male
1806;785.347;787.131;male
2602;787.131;788.314;male
1806;788.314;808.363;male
1806;808.586;811.019;male
1806;811.224;816.14;male
1806;816.408;835.175;male
1806;835.451;836.889;male
1806;837.158;841.744;male
1806;842.054;844.202;male
2602;844.202;844.46;male
1806;844.46;845.856;male
1806;846.206;858.188;male
1806;858.416;863.753;male
1806;864.012;868.67;male
2602;868.67;868.88;male
1806;868.88;870.199;male
2602;870.199;871.528;male
1806;871.528;880.871;male
2602;881.392;888.543;male
2602;888.748;892.869;male
2744;893.41;898.344;male
2744;898.504;901.063930424;male
2744;901.353;906.822;male
2744;907.094;920.352;male
2744;920.502;932.266;male
2602;932.266;933.635;male
2744;933.635;941.177;male
2744;941.335;957.324;male
2744;957.594;964.322;male
2602;964.322;977.237;male
2745;978.028;990.026;male
2745;990.511;1000.917;male
2745;1001.352;1009.765;male
2745;1009.923;1026.86325925;male
2602;1026.86325925;1027.394;male
2745;1027.394;1027.897;male
2745;1028.32;1031.207;male
2602;1031.853;1034.521;male
1806;1034.521;1034.71;male
2602;1034.71;1035.993;male
2745;1035.993;1066.813;male
2602;1066.813;1067.494;male
1806;1067.494;1067.893;male
2602;1067.893;1068.577;male
2743;1068.577;1068.885;male
1806;1068.885;1069.122;male
2602;1069.122;1069.347;male
2743;1069.347;1076.393;male
2602;1076.393;1081.789;male
2743;1081.789;1089.413;male
2743;1089.668;1096.305;male
2743;1096.582;1108.597;male
2602;1108.597;1108.777;male
2743;1108.777;1113.027;male
2602;1113.027;1113.176;male
2743;1113.176;1115.169;male
2602;1115.169;1118.405;male
2743;1118.405;1118.961;male
1806;1118.961;1120.424;male
2743;1120.424;1130.673;male
2743;1130.829;1150.621;male
2602;1150.621;1150.815;male
2743;1150.815;1159.655;male
2743;1159.819;1166.977;male
2602;1166.977;1169.774;male
2743;1169.774;1170.375;male
2602;1170.375;1178.343;male
1806;1178.343;1185.886;male
1806;1186.112;1196.822;male
1806;1196.995;1205.962;male
2602;1205.962;1206.207;male
1806;1206.207;1208.96893581;male
2602;1208.96893581;1209.532;male
1806;1209.532;1212.733;male
2602;1212.733;1212.981;male
1806;1212.981;1227.539;male
2602;1227.539;1227.768;male
1806;1227.768;1229.778;male
2602;1229.778;1230.892;male
1806;1230.892;1237.565;male
2602;1237.565;1237.798;male
2744;1237.798;1238.537;male
2602;1238.537;1243.668;male
2744;1243.668;1250.915;male
2602;1250.915;1252.457;male
