id_turn;start_time;end_time;id_speaker;gender;id_episode;id_show;id_corpus;id_speaker_class
69;1803.911;1904.488;14;male;1;19;1;1
70;1904.488;1910.02;1;male;1;19;1;1
71;1910.771;1946.932;14;male;1;19;1;1
72;1948.31;1978.437;14;male;1;19;1;1
73;1978.437;2002.329;15;female;1;19;1;1
74;2002.329;2012.618;16;female;1;19;1;1
75;2012.618;2038.528;15;female;1;19;1;1
76;2038.528;2054.121;14;male;1;19;1;1
77;2054.121;2062.556;1;male;1;19;1;1
78;2062.556;2100.766;14;male;1;19;1;1
79;2100.766;2166.316;17;male;1;19;1;1
80;2167.76;2172.836;1;male;1;19;1;1
81;2173.416;2209.88;14;male;1;19;1;1
82;2209.88;2269.909;18;male;1;19;1;1
83;2269.909;2302.458;1;male;1;19;1;1
84;2302.458;2323.552;19;male;1;19;1;1
85;2323.552;2332.497;4;male;1;19;1;1
86;2332.497;2366.465;19;male;1;19;1;1
87;2366.465;2382.076;14;male;1;19;1;1
88;2382.076;2399.961;1;male;1;19;1;1
89;2459.632;2462.581;8;female;1;19;1;1
90;2469.709;2471.943;8;female;1;19;1;1
91;2472.855;2489.982;1;male;1;19;1;1
92;2489.982;2512.263;20;female;1;19;1;1
93;2512.263;2531.331;21;male;1;19;1;1
94;2531.331;2554.843;20;female;1;19;1;1
95;2554.843;2557.594;22;male;1;19;1;1
96;2557.954;2560.345;22;male;1;19;1;1
97;2561.78;2562.913;22;male;1;19;1;1
98;2563.354;2564.251;22;male;1;19;1;1
99;2565.775;2567.488;22;male;1;19;1;1
100;2568.39;2574.661;22;male;1;19;1;1
101;2575.283;2580.409;22;male;1;19;1;1
102;2581.029;2583.646;22;male;1;19;1;1
103;2583.646;2592.643;20;female;1;19;1;1
104;2592.643;2615.802;23;male;1;19;1;1
105;2615.802;2634.858;20;female;1;19;1;1
106;2634.858;2641.189;1;male;1;19;1;1
107;2707.15;2709.962;8;female;1;19;1;1
108;2709.962;2713.199;1;male;1;19;1;1
109;2713.199;2783.649;14;male;1;19;1;1
110;2783.649;2788.527;24;male;1;19;1;1
111;2788.527;2789.635;1;male;1;19;1;1
112;2789.635;2790.03;25;male;1;19;1;1
113;2790.03;2795.38;1;male;1;19;1;1
114;2795.38;2860.397;25;male;1;19;1;1
115;2860.397;2865.275;1;male;1;19;1;1
116;2865.275;2874.273;25;male;1;19;1;1
117;2874.273;2876.477;1;male;1;19;1;1
118;2876.477;2881.538;24;male;1;19;1;1
119;2881.538;2882.951;1;male;1;19;1;1
120;2954.443;2957.265;8;female;1;19;1;1
121;2957.265;2960.507;1;male;1;19;1;1
122;2960.507;2961.115;26;male;1;19;1;1
123;2961.115;2963.851;1;male;1;19;1;1
124;2963.851;3017.908;26;male;1;19;1;1
125;3017.908;3018.259;1;male;1;19;1;1
126;3018.259;3150.875;26;male;1;19;1;1
127;3152.712;3153.833;1;male;1;19;1;1
128;3154.317;3160.115;1;male;1;19;1;1
129;3160.115;3394.674;26;male;1;19;1;1
130;3394.674;3395.485;1;male;1;19;1;1
131;3396.452;3400.449;1;male;1;19;1;1
132;3400.449;3400.949;26;male;1;19;1;1
133;3400.949;3401.331;1;male;1;19;1;1
134;3492.759;3506.503;1;male;1;19;1;1
135;3536.806;3538.888;8;female;1;19;1;1
136;3538.888;3601.417;1;male;1;19;1;1
137;3603.3;3604.608;1;male;1;19;1;1
138;0.0;45.878;27;male;2;19;1;1
139;49.687;100.546;27;male;2;19;1;1
140;100.546;170.111;28;male;2;19;1;1
141;170.111;233.709;27;male;2;19;1;1
142;233.709;275.359;29;male;2;19;1;1
143;275.359;287.5;27;male;2;19;1;1
144;287.5;348.384;30;male;2;19;1;1
145;348.384;389.987;27;male;2;19;1;1
146;389.987;407.474;31;female;2;19;1;1
147;407.474;428.044;32;male;2;19;1;1
148;428.044;445.379;31;female;2;19;1;1
149;445.379;453.483;33;male;2;19;1;1
150;455.073;470.521;33;male;2;19;1;1
151;470.521;484.467;31;female;2;19;1;1
152;484.467;495.528;34;male;2;19;1;1
153;495.528;506.681;31;female;2;19;1;1
154;506.681;526.687;27;male;2;19;1;1
155;526.687;594.585;35;female;2;19;1;1
156;594.585;616.557;27;male;2;19;1;1
157;616.557;620.214;28;male;2;19;1;1
158;620.214;672.643;27;male;2;19;1;1
159;672.643;688.647;36;female;2;19;1;1
160;690.775;720.068;36;female;2;19;1;1
161;720.068;726.013;37;male;2;19;1;1
162;727.503;734.908;37;male;2;19;1;1
163;738.595;750.103;37;male;2;19;1;1
164;750.103;756.252;36;female;2;19;1;1
165;756.252;822.584;27;male;2;19;1;1
166;822.584;882.679;38;male;2;19;1;1
167;882.679;909.93;27;male;2;19;1;1
168;914.672;916.11;27;male;2;19;1;1
169;916.11;929.968;39;male;2;19;1;1
170;929.968;1205.022;40;male;2;19;1;1
171;1205.627;1219.732;40;male;2;19;1;1
172;1219.732;1293.721;39;male;2;19;1;1
173;1293.721;1346.735;41;male;2;19;1;3
174;1348.659;1421.261;41;male;2;19;1;3
175;1422.79;1430.347;41;male;2;19;1;3
176;1432.401;1461.646;41;male;2;19;1;3
177;1462.719;1464.552;39;male;2;19;1;1
178;1464.552;1565.084;41;male;2;19;1;3
179;1565.084;1579.744;39;male;2;19;1;1
180;1581.212;1585.902;39;male;2;19;1;1
181;1585.902;1596.881;41;male;2;19;1;3
182;1600.498;1610.787;41;male;2;19;1;3
183;1611.271;1628.49;41;male;2;19;1;3
184;1628.49;1630.283;39;male;2;19;1;1
185;1632.337;1633.288;39;male;2;19;1;1
186;1633.288;1645.562;41;male;2;19;1;3
187;1646.72;1701.394;41;male;2;19;1;3
188;1703.369;1732.838;41;male;2;19;1;3
189;1732.838;1734.024;39;male;2;19;1;1
190;1734.793;1735.313;41;male;2;19;1;3
191;1735.313;1736.119;39;male;2;19;1;1
192;1736.119;1742.831;41;male;2;19;1;3
193;1743.387;1757.731;41;male;2;19;1;3
194;1758.191;1830.311;41;male;2;19;1;3
195;1830.847;1858.07;39;male;2;19;1;1
196;1858.07;2044.096;42;male;2;19;1;1
197;2044.096;2090.201;39;male;2;19;1;1
198;2090.201;2143.628;41;male;2;19;1;3
199;2144.783;2186.01;41;male;2;19;1;3
200;2187.051;2190.617;41;male;2;19;1;3
201;2192.361;2195.781;41;male;2;19;1;3
202;2196.409;2196.942;41;male;2;19;1;3
203;2197.668;2198.54;41;male;2;19;1;3
204;2199.412;2213.673;41;male;2;19;1;3
205;2214.787;2216.191;41;male;2;19;1;3
206;2216.933;2286.902;41;male;2;19;1;3
207;2289.656;2320.458;41;male;2;19;1;3
208;2320.869;2400.052;41;male;2;19;1;3
209;2400.052;2433.303;39;male;2;19;1;1
210;2433.303;2434.695;41;male;2;19;1;3
211;2437.391;2492.061;41;male;2;19;1;3
212;2493.126;2540.798;41;male;2;19;1;3
213;2541.1;2554.481;41;male;2;19;1;3
214;2554.481;2556.192;39;male;2;19;1;1
215;2559.657;2609.12;41;male;2;19;1;3
216;2609.12;2609.971;39;male;2;19;1;1
217;2609.971;2611.724;41;male;2;19;1;3
218;2613.637;2691.889;41;male;2;19;1;3
219;2691.889;2722.803;39;male;2;19;1;1
220;2722.803;2725.691;41;male;2;19;1;3
221;2726.538;2728.408;41;male;2;19;1;3
222;2728.989;2730.993;41;male;2;19;1;3
223;2731.768;2736.295;41;male;2;19;1;3
224;2737.763;2742.718;41;male;2;19;1;3
225;2743.469;2827.781;41;male;2;19;1;3
226;2830.091;2856.787;41;male;2;19;1;3
227;2857.416;2888.934;41;male;2;19;1;3
228;2888.934;2890.18;39;male;2;19;1;1
229;2890.18;2930.915;41;male;2;19;1;3
230;2931.787;2940.15;41;male;2;19;1;3
231;2940.15;2981.624;39;male;2;19;1;1
232;2981.624;3072.748;41;male;2;19;1;3
233;3074.031;3076.913;41;male;2;19;1;3
234;3077.615;3169.157;41;male;2;19;1;3
235;3169.157;3185.558;39;male;2;19;1;1
236;3185.558;3383.269;43;male;2;19;1;1
237;3383.269;3391.473;39;male;2;19;1;1
238;3392.144;3464.022;43;male;2;19;1;1
239;3464.84;3484.108;43;male;2;19;1;1
240;3486.549;3490.279;43;male;2;19;1;1
241;3490.724;3559.994;43;male;2;19;1;1
242;3561.462;3565.77;43;male;2;19;1;1
243;3566.456;3567.416;43;male;2;19;1;1
244;3568.128;3574.469;43;male;2;19;1;1
245;3574.469;3681.315;39;male;2;19;1;1
246;0.0;1.78;44;male;3;19;1;4
247;7.144;8.434;44;male;3;19;1;4
248;8.434;8.949;45;male;3;19;1;4
249;9.327;59.529;45;male;3;19;1;4
250;60.617;61.528;46;female;3;19;1;1
251;61.528;106.866;45;male;3;19;1;4
252;106.866;135.803;47;female;3;19;1;1
253;139.096;153.556;47;female;3;19;1;1
254;154.806;160.026;47;female;3;19;1;1
255;160.026;178.686;48;female;3;19;1;1
256;178.686;190.585;47;female;3;19;1;1
257;190.585;251.138;45;male;3;19;1;4
258;251.464;255.439;49;male;3;19;1;3
259;255.711;256.544;49;male;3;19;1;3
260;256.949;297.389;49;male;3;19;1;3
261;297.389;358.285;45;male;3;19;1;4
262;358.285;360.714;44;male;3;19;1;4
263;360.714;434.175;45;male;3;19;1;4
264;434.175;494.957;50;female;3;19;1;1
265;494.957;514.961;45;male;3;19;1;4
266;514.961;576.533;51;male;3;19;1;3
267;576.533;613.204;45;male;3;19;1;4
268;613.204;615.196;44;male;3;19;1;4
269;615.196;656.711;45;male;3;19;1;4
270;656.711;694.558;52;male;3;19;1;1
271;694.558;742.377;45;male;3;19;1;4
272;742.377;780.292;53;male;3;19;1;3
273;780.292;781.844;53;male;3;19;1;3
274;784.839;795.881;53;male;3;19;1;3
275;800.291;827.766;53;male;3;19;1;3
276;827.766;831.645;53;male;3;19;1;3
277;849.584;855.117;45;male;3;19;1;4
278;855.117;857.836;44;male;3;19;1;4
279;858.75;912.991;45;male;3;19;1;4
280;913.766;925.296;44;male;3;19;1;4
281;927.276;943.339;54;male;3;19;1;1
282;945.468;947.764;44;male;3;19;1;4
283;947.764;948.455;55;male;3;19;1;3
284;948.455;964.958;44;male;3;19;1;4
285;964.958;1046.464;55;male;3;19;1;3
286;1046.929;1137.324;55;male;3;19;1;3
287;1140.912;1141.803;56;female;3;19;1;1
288;1142.588;1143.515;56;female;3;19;1;1
289;1144.156;1194.663;44;male;3;19;1;4
290;1194.663;1195.296;57;male;3;19;1;3
291;1195.296;1213.687;44;male;3;19;1;4
292;1213.687;1275.165;57;male;3;19;1;3
293;1275.165;1281.798;44;male;3;19;1;4
294;1283.702;1402.109;57;male;3;19;1;3
295;1402.109;1414.66;44;male;3;19;1;4
296;1414.66;1447.407;57;male;3;19;1;3
297;1447.407;1466.742;44;male;3;19;1;4
298;1466.742;1467.387;57;male;3;19;1;3
299;1468.968;1521.999;57;male;3;19;1;3
300;1521.999;1533.553;44;male;3;19;1;4
301;1533.553;1633.357;57;male;3;19;1;3
302;1633.357;1645.974;44;male;3;19;1;4
303;1645.974;1676.348;57;male;3;19;1;3
304;1676.348;1677.28;44;male;3;19;1;4
305;1677.28;1694.989;57;male;3;19;1;3
306;1694.989;1698.907;44;male;3;19;1;4
307;1698.907;1728.724;57;male;3;19;1;3
308;1728.724;1739.211;44;male;3;19;1;4
309;1739.211;1740.137;57;male;3;19;1;3
310;1740.137;1740.717;44;male;3;19;1;4
311;1741.702;1788.584;57;male;3;19;1;3
312;1788.584;1791.302;44;male;3;19;1;4
313;1847.072;1853.942;58;female;3;19;1;1
314;1853.942;1854.629;44;male;3;19;1;4
315;1854.629;1856.473;44;male;3;19;1;4
316;1856.903;1892.618;59;male;3;19;1;4
317;1892.618;1894.871;44;male;3;19;1;4
318;1900.215;1901.512;44;male;3;19;1;4
319;1901.512;1979.938;60;male;3;19;1;4
320;1980.341;2020.272;60;male;3;19;1;4
321;2020.715;2121.321;60;male;3;19;1;4
322;2121.83;2138.157;60;male;3;19;1;4
323;2138.552;2152.299;60;male;3;19;1;4
324;2152.676;2173.921;60;male;3;19;1;4
325;2174.244;2202.674;60;male;3;19;1;4
326;2202.674;2205.897;44;male;3;19;1;4
327;2205.897;2285.757;60;male;3;19;1;4
328;2286.064;2348.97;60;male;3;19;1;4
329;2350.329;2351.939;44;male;3;19;1;4
330;2351.939;2353.292;60;male;3;19;1;4
331;2353.292;2364.71;57;male;3;19;1;3
332;2364.71;2506.024;60;male;3;19;1;4
333;2507.124;2508.006;46;female;3;19;1;1
334;2508.006;2529.555;44;male;3;19;1;4
335;2529.555;2541.515;61;male;3;19;1;3
336;2541.515;2548.919;44;male;3;19;1;4
337;2548.919;2601.414;62;male;3;19;1;1
338;2601.414;2611.127;44;male;3;19;1;4
339;2674.713;2682.435;44;male;3;19;1;4
340;2683.441;2684.712;44;male;3;19;1;4
341;2684.712;2685.626;63;female;3;19;1;1
342;2685.626;2686.556;44;male;3;19;1;4
343;2686.556;2705.66;63;female;3;19;1;1
344;2706.418;2707.296;44;male;3;19;1;4
345;2707.296;2921.577;57;male;3;19;1;3
346;2921.577;2924.867;44;male;3;19;1;4
347;2924.867;2934.995;64;male;3;19;1;1
348;2934.995;2936.481;57;male;3;19;1;3
349;2937.517;2964.825;64;male;3;19;1;1
350;2964.825;3079.086;57;male;3;19;1;3
351;3079.086;3086.055;44;male;3;19;1;4
352;3086.055;3118.574;57;male;3;19;1;3
353;3118.574;3121.414;44;male;3;19;1;4
354;3121.414;3122.565;65;male;3;19;1;1
355;3122.565;3123.289;44;male;3;19;1;4
356;3123.289;3135.519;65;male;3;19;1;1
357;3136.658;3165.468;57;male;3;19;1;3
358;3165.468;3169.92;44;male;3;19;1;4
359;3169.92;3200.012;66;male;3;19;1;1
360;3200.515;3259.533;57;male;3;19;1;3
361;3260.347;3272.167;57;male;3;19;1;3
362;3272.167;3273.691;44;male;3;19;1;4
363;3273.691;3319.969;55;male;3;19;1;3
364;3319.969;3345.501;44;male;3;19;1;4
365;3345.501;3349.921;57;male;3;19;1;3
366;3351.966;3380.597;57;male;3;19;1;3
367;3380.597;3382.15;44;male;3;19;1;4
368;3382.15;3382.624;61;male;3;19;1;3
369;3382.624;3383.886;44;male;3;19;1;4
370;3383.886;3562.523;61;male;3;19;1;3
371;3562.523;3565.593;44;male;3;19;1;4
372;3566.463;3575.731;44;male;3;19;1;4
373;3575.731;3580.581;57;male;3;19;1;3
374;3580.581;3582.697;44;male;3;19;1;4
375;3583.405;3605.862;44;male;3;19;1;4
376;5.546;44.959;67;male;4;19;1;4
377;44.959;64.737;68;male;4;19;1;1
378;64.737;109.227;69;male;4;19;1;1
379;109.227;169.793;68;male;4;19;1;1
380;169.793;197.663;70;female;4;19;1;1
381;197.663;235.756;68;male;4;19;1;1
382;237.654;238.965;71;female;4;19;1;1
383;240.337;241.341;71;female;4;19;1;1
384;241.846;265.113;68;male;4;19;1;1
385;265.113;311.611;72;male;4;19;1;1
386;311.611;358.484;68;male;4;19;1;1
387;360.361;376.348;68;male;4;19;1;1
388;376.348;420.964;73;male;4;19;1;1
389;420.964;469.314;68;male;4;19;1;1
390;469.956;471.537;68;male;4;19;1;1
391;471.537;495.633;67;male;4;19;1;4
392;498.236;499.509;74;female;4;19;1;1
393;500.143;506.448;74;female;4;19;1;1
394;506.86;508.022;74;female;4;19;1;1
395;509.571;567.215;75;male;4;19;1;1
396;569.482;570.521;76;female;4;19;1;1
397;573.402;576.126;67;male;4;19;1;4
398;576.126;605.816;77;male;4;19;1;1
399;605.816;630.232;78;male;4;19;1;1
400;630.232;640.733;77;male;4;19;1;1
401;640.733;677.142;78;male;4;19;1;1
402;677.142;685.406;77;male;4;19;1;1
403;685.822;687.136;77;male;4;19;1;1
404;689.312;693.009;79;female;4;19;1;1
405;693.986;708.803;67;male;4;19;1;4
406;708.803;748.68;80;male;4;19;1;1
407;748.68;752.578;67;male;4;19;1;4
408;752.578;819.727;80;male;4;19;1;1
409;819.727;822.482;67;male;4;19;1;4
410;876.516;878.984;67;male;4;19;1;4
411;878.984;961.23;68;male;4;19;1;1
412;967.913;971.275;81;female;4;19;1;1
413;971.275;972.947;67;male;4;19;1;4
414;972.947;973.482;82;male;4;19;1;1
415;973.482;988.916;67;male;4;19;1;4
416;989.394;1020.691;82;male;4;19;1;1
417;1020.691;1027.142;67;male;4;19;1;4
418;1027.142;1070.3;82;male;4;19;1;1
419;1072.691;1076.501;67;male;4;19;1;4
420;1076.501;1124.104;82;male;4;19;1;1
421;1124.905;1128.071;67;male;4;19;1;4
422;1128.071;1128.442;82;male;4;19;1;1
423;1130.447;1160.649;82;male;4;19;1;1
424;1160.649;1173.231;67;male;4;19;1;4
425;1173.721;1221.485;82;male;4;19;1;1
426;1222.831;1231.474;67;male;4;19;1;4
427;1232.444;1235.797;82;male;4;19;1;1
428;1237.096;1238.847;67;male;4;19;1;4
429;1238.847;1298.511;82;male;4;19;1;1
430;1298.511;1305.297;67;male;4;19;1;4
431;1305.297;1320.464;82;male;4;19;1;1
432;1321.408;1363.374;82;male;4;19;1;1
433;1363.374;1367.636;67;male;4;19;1;4
434;1369.151;1378.445;82;male;4;19;1;1
435;1379.475;1380.634;82;male;4;19;1;1
436;1381.974;1417.431;82;male;4;19;1;1
437;1418.436;1421.064;67;male;4;19;1;4
438;1421.064;1446.349;82;male;4;19;1;1
439;1446.349;1462.023;67;male;4;19;1;4
440;1465.192;1467.737;67;male;4;19;1;4
441;1467.737;1526.813;68;male;4;19;1;1
442;1528.947;1557.511;67;male;4;19;1;4
443;1557.511;1583.037;83;male;4;19;1;1
444;1583.037;1588.229;84;male;4;19;1;1
445;1588.229;1601.639;83;male;4;19;1;1
446;1602.116;1613.656;83;male;4;19;1;1
447;1613.656;1620.687;84;male;4;19;1;1
448;1620.687;1647.162;83;male;4;19;1;1
449;1647.162;1653.491;84;male;4;19;1;1
450;1653.491;1680.691;83;male;4;19;1;1
451;1681.522;1687.246;67;male;4;19;1;4
452;1688.456;1689.06;85;female;4;19;1;1
453;1689.891;1694.312;85;female;4;19;1;1
454;1695.067;1695.923;85;female;4;19;1;1
455;1697.812;1822.912;86;male;4;19;1;1
456;0.0;3.971;87;male;5;19;1;1
457;9.104;9.783;88;female;5;19;1;1
458;9.783;97.546;89;male;5;19;1;4
459;98.949;99.875;90;female;5;19;1;1
460;99.875;126.809;88;female;5;19;1;1
461;126.809;136.35;89;male;5;19;1;4
462;136.35;151.267;91;male;5;19;1;1
463;151.267;154.169;92;male;5;19;1;1
464;154.169;176.849;91;male;5;19;1;1
465;176.849;190.044;89;male;5;19;1;4
466;190.044;207.121;88;female;5;19;1;1
467;207.121;229.633;89;male;5;19;1;4
468;229.633;296.641;93;female;5;19;1;1
469;296.641;310.499;88;female;5;19;1;1
470;310.499;311.744;89;male;5;19;1;4
471;311.744;312.19;94;male;5;19;1;1
472;312.19;344.271;89;male;5;19;1;4
473;344.271;407.939;94;male;5;19;1;1
474;408.294;424.614;94;male;5;19;1;1
475;424.614;427.994;89;male;5;19;1;4
476;427.994;471.987;94;male;5;19;1;1
477;472.763;491.978;89;male;5;19;1;4
478;491.978;583.356;94;male;5;19;1;1
479;583.356;590.458;89;male;5;19;1;4
480;590.458;626.724;94;male;5;19;1;1
481;626.724;630.364;89;male;5;19;1;4
482;630.364;650.503;88;female;5;19;1;1
483;650.503;714.615;95;male;5;19;1;1
484;714.615;739.243;89;male;5;19;1;4
485;739.243;803.406;96;female;5;19;1;3
486;803.406;823.046;89;male;5;19;1;4
487;823.046;838.102;88;female;5;19;1;1
488;838.102;899.714;97;male;5;19;1;1
489;899.714;924.566;89;male;5;19;1;4
490;924.566;984.817;47;female;5;19;1;1
491;984.817;1009.798;88;female;5;19;1;1
492;1009.798;1026.051;89;male;5;19;1;4
493;1026.051;1032.849;88;female;5;19;1;1
494;1033.86;1036.884;98;female;5;19;1;1
495;1037.628;1064.058;88;female;5;19;1;1
496;1064.058;1124.386;99;female;5;19;1;1
497;1124.386;1135.522;88;female;5;19;1;1
498;1135.522;1176.424;100;female;5;19;1;1
499;1176.424;1199.007;89;male;5;19;1;4
500;1199.007;1279.625;101;female;5;19;1;1
501;1279.625;1280.373;102;male;5;19;1;1
502;1280.373;1284.338;101;female;5;19;1;1
503;1284.338;1339.335;102;male;5;19;1;1
504;1339.335;1348.369;101;female;5;19;1;1
505;1348.369;1375.974;102;male;5;19;1;1
506;1375.974;1377.995;101;female;5;19;1;1
507;1379.139;1382.041;101;female;5;19;1;1
508;1382.041;1445.702;102;male;5;19;1;1
509;1445.702;1446.688;88;female;5;19;1;1
510;1447.086;1450.089;101;female;5;19;1;1
511;1450.396;1454.87;101;female;5;19;1;1
512;1455.578;1462.352;101;female;5;19;1;1
513;1462.352;1508.644;102;male;5;19;1;1
514;1508.644;1517.513;88;female;5;19;1;1
515;1517.513;1532.586;89;male;5;19;1;4
516;1532.586;1542.25;88;female;5;19;1;1
517;1542.25;1613.755;103;female;5;19;1;1
518;1613.755;1623.501;89;male;5;19;1;4
519;1623.501;1674.222;104;male;5;19;1;1
520;1674.222;1694.53;88;female;5;19;1;1
521;1694.53;1698.86;89;male;5;19;1;4
522;1698.86;1762.685;59;male;5;19;1;4
523;1762.685;1766.825;89;male;5;19;1;4
524;1766.825;1812.691;88;female;5;19;1;1
525;1813.731;1814.772;105;female;5;19;1;1
526;1815.475;1816.351;105;female;5;19;1;1
527;1816.908;1819.62;105;female;5;19;1;1
528;1822.191;1840.545;106;male;5;19;1;1
529;1844.849;1870.885;89;male;5;19;1;4
530;1870.885;1871.57;107;female;5;19;1;1
531;1871.57;1892.412;89;male;5;19;1;4
532;1892.412;1954.838;107;female;5;19;1;1
533;1954.838;1958.522;89;male;5;19;1;4
534;1958.522;1971.244;107;female;5;19;1;1
535;1971.244;1972.805;89;male;5;19;1;4
536;1972.805;2004.004;107;female;5;19;1;1
537;2004.004;2008.523;89;male;5;19;1;4
538;2008.523;2027.209;107;female;5;19;1;1
539;2027.209;2092.059;101;female;5;19;1;1
540;2092.059;2186.69;107;female;5;19;1;1
541;2187.489;2229.507;107;female;5;19;1;1
542;2229.507;2251.96;101;female;5;19;1;1
543;2251.96;2274.631;107;female;5;19;1;1
544;2274.631;2282.007;89;male;5;19;1;4
545;2282.007;2341.687;107;female;5;19;1;1
546;2341.687;2372.569;101;female;5;19;1;1
547;2372.569;2384.948;107;female;5;19;1;1
548;2387.409;2408.384;107;female;5;19;1;1
549;2408.86;2420.102;89;male;5;19;1;4
550;2420.711;2428.655;89;male;5;19;1;4
551;2430.659;2438.317;107;female;5;19;1;1
552;2438.317;2439.775;89;male;5;19;1;4
553;2440.36;2451.735;89;male;5;19;1;4
554;2451.735;2452.425;108;male;5;19;1;1
555;2452.425;2498.37;89;male;5;19;1;4
556;2498.37;2633.14;108;male;5;19;1;1
557;2633.14;2636.04;89;male;5;19;1;4
558;2636.422;2637.122;108;male;5;19;1;1
559;2639.18;2640.401;108;male;5;19;1;1
560;2640.925;2641.814;108;male;5;19;1;1
561;2642.457;2645.317;89;male;5;19;1;4
562;2645.317;2702.007;108;male;5;19;1;1
563;2702.007;2705.741;89;male;5;19;1;4
564;2706.777;2707.329;108;male;5;19;1;1
565;2708.892;2709.811;89;male;5;19;1;4
566;2710.332;2712.687;89;male;5;19;1;4
567;2712.687;2747.65;108;male;5;19;1;1
568;2750.672;2752.141;89;male;5;19;1;4
569;2754.902;2762.765;89;male;5;19;1;4
570;2807.4;2840.059;89;male;5;19;1;4
571;2840.059;2918.056;108;male;5;19;1;1
572;2918.056;2931.285;89;male;5;19;1;4
573;2933.577;2947.594;108;male;5;19;1;1
574;2949.022;2951.017;89;male;5;19;1;4
575;2951.017;2987.352;108;male;5;19;1;1
576;2987.352;2992.557;89;male;5;19;1;4
577;2992.557;2996.663;108;male;5;19;1;1
578;2997.171;3001.135;108;male;5;19;1;1
579;3001.135;3027.204;89;male;5;19;1;4
580;3027.204;3027.774;109;male;5;19;1;1
581;3027.774;3075.123;89;male;5;19;1;4
582;3075.123;3084.605;109;male;5;19;1;1
583;3085.243;3086.184;109;male;5;19;1;1
584;3087.584;3172.522;109;male;5;19;1;1
585;3174.316;3195.257;109;male;5;19;1;1
586;3198.115;3212.595;109;male;5;19;1;1
587;3212.595;3215.73;88;female;5;19;1;1
588;3215.73;3222.835;109;male;5;19;1;1
589;3223.393;3227.555;109;male;5;19;1;1
590;3230.535;3237.133;109;male;5;19;1;1
591;3238.053;3243.666;109;male;5;19;1;1
592;3244.27;3248.005;109;male;5;19;1;1
593;3248.951;3261.157;109;male;5;19;1;1
594;3261.956;3267.438;109;male;5;19;1;1
