id_speaker;gender;turn_count;total_length;spk_class
3393;male;1;5.626999999999953;1
4720;male;1;0.7220000000000084;1
3102;female;1;2.4909999999999854;1
1178;male;1;20.392000000000053;1
2197;male;1;60.24700000000007;1
3203;male;2;16.372999999999593;1
4704;male;1;1.4690000000000083;1
477;male;1;68.62;1
4890;female;1;6.876999999999953;1
1118;female;2;11.341999999999643;1
534;male;2;1.7680000000004839;1
1881;male;1;27.248000000000047;1
855;male;1;13.550000000000182;1
1587;female;1;4.651000000000067;1
1108;male;1;47.298;1
4167;male;4;160.82200000000012;1
1588;male;1;20.63499999999999;1
4885;male;7;20.144999999999868;1
3927;male;1;1.4500000000000455;1
4969;female;3;13.696000000000026;1
562;female;2;5.2140000000000555;1
1889;female;1;4.094000000000051;1
764;female;2;3.4199999999998454;1
3263;male;7;39.75800000000015;1
4252;female;7;89.96399999999949;1
4930;male;31;293.07200000000034;1
56;female;2;1.818000000000211;1
3781;female;8;222.2770000000005;1
4676;female;1;0.27799999999996317;1
3074;male;10;87.75900000000007;1
460;male;2;65.78899999999976;1
1072;male;1;37.01400000000001;1
3165;male;56;391.2840000000006;1
3806;male;1;6.810999999999922;1
3324;male;1;12.940000000000055;1
3401;female;1;10.069999999999993;1
1798;male;1;68.59699999999975;1
3585;male;64;406.9749999999989;1
930;male;7;128.06500000000005;1
3944;male;2;1.896000000000015;1
1647;male;10;129.35599999999977;1
1392;male;1;30.108000000000175;1
4496;NA;1;1.9189999999999827;1
110;female;4;63.978000000000065;1
1978;male;3;424.28000000000003;1
601;male;3;74.35000000000002;1
4650;male;1;0.6829999999999927;1
361;male;28;1425.4349999999995;3
3584;male;22;100.83500000000015;1
2059;male;1;1.8809999999999718;1
1527;male;1;40.903999999999996;1
1662;female;1;3.348000000000013;1
4095;female;3;10.149000000000001;1
1556;female;3;4.253999999999678;1
4544;female;3;7.058000000000021;1
1762;male;12;154.48899999999912;1
1659;female;1;5.928999999999974;1
820;male;3;64.50999999999976;1
2221;female;19;353.5119999999998;1
4108;male;1;17.220000000000255;1
3154;NA;1;0.3170000000000073;1
3843;female;9;63.72000000000071;1
2206;male;1;41.25999999999999;1
3970;male;1;4.341000000000008;1
208;female;8;256.653;1
3436;male;64;585.6849999999993;1
3283;female;1;17.959000000000003;1
3690;male;78;940.398;4
3570;male;3;29.95500000000004;1
2314;female;7;19.161000000000115;1
1032;male;2;41.697000000000116;1
4971;female;2;42.242999999999995;1
3746;male;1;8.860000000000014;1
2863;male;4;23.911000000000058;1
3460;male;1;6.83299999999997;1
3050;NA;1;5.255999999999972;1
4229;female;1;10.290999999999997;1
956;male;61;2366.659000000001;3
3239;male;8;20.55200000000002;1
4884;male;1;12.049999999999955;1
3507;male;4;6.3919999999999675;1
3776;male;2;28.2079999999998;1
1446;male;1;8.865000000000236;1
4839;male;1;13.033999999999992;1
612;female;3;20.714000000000397;1
2138;male;5;76.41099999999994;1
357;female;4;108.5329999999999;1
1997;male;7;353.83600000000007;1
3814;male;1;14.380999999999858;1
446;male;5;206.57000000000062;1
1929;male;8;526.8209999999999;1
4821;male;1;2.177000000000021;1
757;female;3;5.156000000000063;1
1822;female;1;3.2020000000002256;1
376;male;1;74.55000000000007;1
1784;female;1;3.8179999999997563;1
3682;female;16;405.26800000000026;1
544;male;5;13.288999999999987;1
647;NA;1;10.840000000000146;1
3995;male;8;102.39200000000011;1
94;male;6;252.07100000000003;1
2972;male;2;7.221000000000004;1
381;male;1;10.889999999999873;1
942;female;8;89.92400000000013;1
2537;female;5;7.836999999999989;1
3566;male;1;2.6359999999999673;1
1249;female;1;5.8250000000000455;1
1790;male;4;21.291999999999803;1
4719;female;1;4.685999999999979;1
4030;female;3;15.19199999999995;1
4358;male;10;161.24200000000064;1
2305;male;6;325.2130000000001;1
3686;male;2;18.525000000000034;1
3548;male;4;80.43499999999972;1
1383;female;4;17.65999999999974;1
3093;male;1;0.7669999999999391;1
4240;male;1;5.8840000000000146;1
4413;female;4;20.325999999999993;1
244;female;1;1.44399999999996;1
1600;male;9;355.06300000000033;1
828;male;22;561.3389999999999;1
4479;male;1;13.419000000000011;1
4586;female;2;12.017999999999972;1
2582;male;19;164.8280000000001;1
3198;male;8;467.3419999999993;1
4165;male;2;3.8219999999996617;1
422;male;1;6.719999999999914;1
4366;female;2;3.4329999999999927;1
2590;female;3;16.853999999999985;1
4869;male;12;218.82700000000017;1
1003;male;3;40.23000000000002;1
878;male;11;162.27500000000055;1
716;male;9;231.02600000000018;1
4684;female;3;18.06899999999996;1
2226;female;7;95.8420000000001;1
3468;male;28;374.9890000000001;1
70;female;1;27.870000000000005;1
3751;male;25;640.2579999999999;3
2054;male;9;152.9519999999999;1
3033;male;12;113.30299999999994;1
2819;male;5;121.10800000000017;1
1809;female;1;1.9230000000000018;1
864;female;2;1.8009999999999309;1
1661;female;1;9.238999999999976;1
2798;female;4;236.08899999999983;1
1049;male;1;43.72699999999986;1
1565;male;1;43.46900000000005;1
4219;female;2;4.3899999999999295;1
152;male;26;569.1049999999999;1
235;female;2;5.624;1
4355;male;87;443.7479999999988;2
638;female;1;115.67399999999998;1
294;female;2;5.5009999999999994;1
2845;female;4;34.639000000000124;1
3551;male;1;38.964000000000055;1
2316;male;3;60.31599999999992;1
1960;female;1;11.416999999999973;1
1027;male;2;54.096000000000004;1
2300;female;1;5.953000000000088;1
3146;male;11;102.13099999999997;1
3650;female;2;4.069999999999993;1
4529;male;1;1.1920000000000073;1
4156;male;1;7.384999999999991;1
3813;male;1;12.96699999999987;1
3129;female;27;178.77199999999954;1
3382;male;2;13.454999999999998;1
2327;female;1;4.461999999999989;1
4088;male;6;15.34500000000071;1
616;male;10;106.4739999999997;1
2518;male;1;0.5039999999999623;1
742;male;8;102.04100000000062;1
3697;male;56;924.9459999999995;3
2615;male;484;3935.729433010997;4
739;male;12;221.2169999999992;1
801;female;1;3.6399999999998727;1
1514;female;3;50.240999999999985;1
4105;female;1;1.3770000000000095;1
3170;female;2;102.019;1
4926;male;31;102.09299999999996;1
546;male;1;55.65599999999995;1
3538;male;1;1.0550000000000068;1
3952;female;1;14.038000000000011;1
791;male;1;60.709;1
2754;male;135;1247.5373575310005;4
4573;male;1;2.061;1
4819;male;1;7.614000000000033;1
2038;female;1;3.028;1
2446;male;5;36.577000000000226;1
547;male;1;61.02599999999984;1
4047;male;14;285.7850000000004;1
4690;male;2;17.68599999999998;1
1625;male;1;11.90099999999984;1
1865;male;2;112.48300000000017;1
179;female;2;9.337000000000444;1
634;NA;1;12.626999999999953;1
3325;female;31;273.195;1
2711;male;4;6.928999999999974;1
1330;female;1;0.8330000000000837;1
2862;male;2;22.403999999999996;1
4928;female;16;112.89999999999998;1
750;male;2;23.903999999999996;1
737;male;19;175.78000000000065;1
1700;male;1;4.182000000000016;1
1167;female;4;15.341000000000008;1
4294;male;27;271.19100000000026;1
2211;female;4;10.378999999999905;1
511;male;2;27.355000000000473;1
2171;male;2;3.572999999999979;1
1563;male;9;313.3339999999996;1
4931;female;20;368.4409999999991;1
1538;female;2;11.595000000000255;1
3463;male;6;86.49099999999999;1
1181;male;1;42.950000000000045;1
4686;female;1;3.3680000000000234;1
4008;male;3;2.400000000000091;1
370;female;1;3.006999999999948;1
3379;female;2;4.265000000000015;1
1674;male;12;363.13099999999986;1
1610;male;18;299.21699999999964;1
3558;male;2;3.0430000000000064;1
2851;male;11;290.18399999999974;1
4204;male;1;10.06899999999996;1
4761;male;6;4.583000000000084;1
1145;male;1;24.65700000000004;1
1210;female;1;2.4349999999999454;1
3963;female;1;0.6980000000000359;1
3966;male;6;21.06400000000002;1
1159;male;8;72.197;1
577;female;1;8.650000000000091;1
756;male;1;27.329000000000065;1
2583;female;1;1.051999999999964;1
140;female;1;5.262999999999999;1
4500;male;1;8.204000000000008;1
3371;male;6;220.64199999999983;1
2025;female;6;145.69799999999992;1
4755;male;7;72.79500000000007;1
2027;female;9;237.03800000000007;1
3988;male;1;0.7799999999999727;1
2022;male;11;548.4759999999999;1
4590;female;2;3.5250000000000057;1
4177;male;18;143.46099999999979;1
4712;female;2;3.703000000000003;1
3194;female;12;134.29700000000003;1
2106;male;1;5.119000000000028;1
2883;male;47;648.4049999999995;3
1720;male;2;91.06699999999955;1
2431;male;2;7.463999999999942;1
1675;male;3;186.55999999999972;1
4389;female;2;3.8170000000000073;1
4595;female;3;5.153999999999996;1
2354;female;1;76.702;1
2177;female;2;2.201999999999998;1
1583;male;2;29.220000000000027;1
1658;male;1;5.288000000000011;1
4550;female;2;7.653999999999996;1
4073;male;1;4.975999999999999;1
953;male;1;49.9380000000001;1
4528;male;2;3.573999999999984;1
456;male;1;26.932999999999993;1
245;male;1;70.46600000000001;1
483;male;16;493.3019999999998;1
419;male;1;27.420000000000016;1
2108;male;2;140.772;1
3514;female;1;1.0840000000000032;1
4823;male;1;14.123000000000047;1
2565;male;1;16.760999999999967;1
3367;female;3;67.92400000000015;1
3791;male;12;235.1519999999996;1
3624;female;2;2.195999999999998;1
2087;male;1;67.44200000000001;1
127;female;2;6.315999999999917;1
2037;male;3;518.183;1
1402;female;2;14.18600000000015;1
3442;male;1;14.75;1
1736;male;2;43.081999999999425;1
4657;male;2;2.2969999999999686;1
3763;male;16;428.42599999999857;1
3399;male;3;7.291000000000025;1
3115;male;67;377.6980000000004;1
3467;male;1;0.44299999999998363;1
2602;male;542;3762.632996859996;4
1312;male;4;52.065000000000055;1
66;male;1;30.0920000000001;1
1219;male;1;12.371000000000095;1
4456;female;1;0.5269999999999868;1
3014;male;27;85.08099999999968;1
350;female;3;3.5309999999997217;1
3895;male;3;44.835000000000036;1
4854;female;1;4.1720000000000255;1
2234;female;2;3.099999999999909;1
1972;male;2;132.17799999999994;1
4962;male;1;12.942999999999984;1
3299;female;43;643.2299999999997;3
4009;male;1;2.149000000000001;1
778;female;1;67.81000000000006;1
3361;male;16;326.8099999999996;1
2636;male;18;120.78899999999987;1
1233;female;2;6.380999999999858;1
673;male;1;4.139999999999873;1
1235;male;1;1.495999999999981;1
4838;male;45;242.10800000000023;1
1190;male;1;2.0700000000001637;1
4781;female;9;44.77799999999979;1
84;male;12;263.22499999999985;1
305;male;13;520.9719999999994;1
2547;male;155;896.1110000000022;4
3284;female;43;423.8119999999996;1
4647;male;1;8.011000000000024;1
1672;male;1;33.70400000000001;1
1766;male;7;90.63900000000012;1
4347;male;12;232.10500000000047;1
4062;female;1;11.125;1
226;male;5;6.754999999999768;1
3665;male;19;37.95500000000027;1
1144;female;4;258.47399999999993;1
3227;male;5;10.901999999999958;1
2193;male;1;11.46999999999997;1
4939;female;2;5.751999999999953;1
3032;male;22;94.79699999999991;1
1484;female;4;3.662999999999812;1
139;male;1;2.0120000000000005;1
3118;female;13;89.98600000000044;1
1679;male;2;134.64800000000014;1
2076;male;1;63.71799999999999;1
862;male;7;202.71100000000024;1
621;female;3;83.32600000000008;1
1101;male;1;12.826000000000022;1
4960;male;1;16.480000000000018;1
1925;male;9;518.8810000000001;1
95;male;6;416.7600000000002;1
3289;male;29;316.3380000000005;1
997;male;1;61.458;1
2288;male;2;3.6099999999999;1
3080;female;1;4.030000000000086;1
582;female;2;25.853000000000065;1
3552;female;4;55.277000000000044;1
4888;male;7;19.976000000000113;1
4833;male;2;1.9009999999999536;1
117;female;2;9.342999999999961;1
2182;female;38;397.26899999999995;1
664;female;7;156.67899999999997;1
692;male;1;18.278000000000247;1
1105;male;1;25.12700000000001;1
690;male;57;1298.0920000000006;3
2788;male;22;359.5149999999999;1
3745;male;3;53.62600000000006;1
2801;male;1;20.86200000000008;1
1970;male;8;197.91699999999997;1
2210;female;6;61.872000000000185;1
3998;female;1;4.01400000000001;1
2322;male;2;116.3789999999999;1
4743;male;2;2.044000000000011;1
2155;male;4;28.965999999999894;1
230;male;3;84.80400000000009;1
3884;female;13;107.87399999999934;1
1739;male;14;137.35600000000068;1
372;female;1;15.033000000000015;1
1165;female;5;10.242999999999576;1
3322;male;1;13.008000000000038;1
699;male;1;159.279;1
275;male;1;113.74000000000001;1
3450;female;14;176.44199999999995;1
2875;male;4;96.76300000000003;1
3968;male;2;4.88900000000001;1
1657;female;1;2.329999999999984;1
4200;male;4;31.676999999999566;1
3329;male;61;566.9490000000003;1
89;male;318;3093.9869999999933;4
1234;male;2;23.649;1
3159;NA;1;2.683999999999969;1
3433;male;1;2.5310000000000628;1
556;male;25;571.6109999999996;1
1989;male;7;401.30800000000016;1
1493;male;1;3.732;1
4033;female;1;3.619000000000028;1
4067;male;2;25.657000000000153;1
317;female;1;55.14000000000033;1
132;female;13;177.8670000000002;1
1825;female;1;1.2739999999998872;1
1668;female;1;5.5330000000000155;1
749;male;1;63.60100000000011;1
365;male;24;2672.2680000000005;3
3735;female;18;222.79799999999977;1
3621;male;24;160.46499999999992;1
3221;male;1;1.3449999999999704;1
1455;female;1;9.186999999999898;1
2860;male;2;12.105000000000018;1
3607;female;5;59.485999999999905;1
1009;male;3;11.263999999999783;1
4275;male;12;27.46100000000061;1
1608;female;1;1.4200000000000728;1
3976;female;6;13.949000000000183;1
3545;male;1;32.64799999999991;1
4671;female;1;4.087999999999994;1
3484;male;17;324.7610000000009;1
607;male;1;3.7840000000001055;1
920;male;2;41.110000000000014;1
2670;male;18;250.4409999999998;1
1774;female;5;113.19700000000034;1
71;female;2;2.315000000000026;1
4428;female;1;1.259999999999991;1
1871;female;1;73.743;1
4756;female;4;4.949999999999818;1
961;female;4;20.663000000000125;1
2480;male;3;41.69499999999999;1
3900;female;1;2.0289999999999964;1
602;female;3;40.21600000000012;1
448;male;1;38.91299999999998;1
2032;female;5;535.444;1
536;male;2;123.712;1
165;female;3;10.933999999999969;1
229;female;5;142.4530000000001;1
392;female;1;12.715999999999894;1
4345;male;11;174.17000000000007;1
180;female;2;4.823999999999614;1
4645;male;4;12.454999999999984;1
3938;female;1;2.9399999999999977;1
1845;male;16;260.5720000000008;1
4066;male;1;31.817999999999984;1
732;female;1;5.624000000000024;1
2265;male;2;34.315;1
1013;female;1;12.945999999999913;1
3139;male;1;3.507999999999811;1
2865;male;6;30.552999999999884;1
3120;male;1;0.8600000000001273;1
993;male;6;10.271000000000186;1
1471;male;2;18.604000000000006;1
948;male;1;111.09400000000005;1
1114;female;2;3.227000000000089;1
3599;female;14;173.8040000000002;1
3511;male;1;11.999000000000024;1
1683;male;2;34.208000000000084;1
668;female;1;8.483999999999924;1
1179;male;2;38.738000000000056;1
2028;female;10;371.888;1
3470;male;17;241.89799999999974;1
4170;male;2;4.576000000000477;1
4050;male;15;100.07800000000009;1
1079;male;2;55.2030000000002;1
2256;female;2;30.06899999999996;1
1802;male;5;310.297;1
3831;female;1;1.4829999999997199;1
1519;male;1;8.523000000000138;1
4923;male;16;111.60800000000006;1
1792;male;1;42.47000000000003;1
1345;male;1;31.864000000000033;1
2953;female;6;36.071000000000154;1
3908;male;32;223.70999999999918;1
2629;male;203;1618.1417985010003;4
4406;female;1;4.651999999999987;1
3555;male;101;523.5560000000005;2
2539;female;5;18.331000000000003;1
3731;female;3;35.56700000000046;1
2767;male;158;364.08599999999853;2
1423;female;6;166.50000000000003;1
1665;female;1;1.5639999999999645;1
3253;female;4;3.8839999999999577;1
4315;male;15;326.049;1
988;female;1;1.5509999999999309;1
659;male;2;6.585999999999999;1
617;male;6;127.25799999999981;1
2827;female;1;6.9340000000001965;1
2222;male;37;177.09600000000063;1
3779;male;6;146.54100000000005;1
954;male;62;481.973000000001;1
4554;female;5;3.5970000000000084;1
1773;male;3;9.954000000000178;1
4092;male;22;272.76200000000017;1
492;female;2;102.52599999999984;1
1947;female;7;443.2869999999999;1
2642;female;13;45.22699999999952;1
1536;male;2;34.360999999999876;1
4940;male;1;4.948000000000036;1
1535;male;2;28.360000000000127;1
2465;female;1;40.83500000000001;1
257;male;3;57.18000000000001;1
3794;male;1;68.565;1
2401;female;2;52.412000000000006;1
4153;male;1;9.762;1
4693;male;1;11.157999999999987;1
765;female;1;96.94499999999994;1
922;female;4;17.7410000000001;1
704;female;22;1072.686000000002;3
2700;female;1;2.8160000000000025;1
4273;female;3;7.68300000000005;1
3076;male;2;7.065000000000168;1
3802;female;2;97.71299999999997;1
3290;male;77;435.9189999999994;2
366;male;1;4.799999999999999;1
3364;male;2;32.84899999999976;1
4967;male;41;16.80800000000005;1
967;female;2;3.663000000000011;1
1216;female;2;11.277000000000044;1
150;male;3;38.41500000000008;1
362;male;17;569.5439999999995;1
1231;male;1;3.322;1
187;female;3;52.346000000000004;1
4735;female;3;2.225999999999999;1
844;male;5;81.15599999999944;1
3344;male;23;313.33799999999985;1
3757;male;1;7.886999999999944;1
1026;male;1;50.66199999999981;1
3275;female;4;29.773999999999887;1
1994;male;8;632.5259999999998;3
4759;male;1;2.2059999999999036;1
2394;male;2;2.0729999999999933;1
1981;male;10;305.18300000000005;1
1729;female;3;6.1879999999998745;1
2235;male;2;2.483000000000061;1
4361;male;7;26.787999999999982;1
1253;male;1;4.301000000000045;1
3035;female;1;25.389999999999986;1
1849;male;1;18.298000000000002;1
1130;female;5;10.195000000000164;1
297;male;3;215.72900000000004;1
830;male;8;379.47699999999986;1
901;male;6;567.3209999999996;1
2643;male;8;27.088999999999942;1
4954;female;2;5.23599999999999;1
3880;female;2;2.658999999999992;1
4144;female;1;1.2040000000001783;1
1594;female;1;68.82;1
2730;male;3;9.931999999999789;1
2561;female;3;40.78200000000027;1
969;female;1;4.967999999999847;1
2363;male;2;18.88799999999992;1
1944;female;39;1899.5780000000009;3
287;male;5;44.26899999999995;1
3112;female;1;1.4720000000000368;1
2215;male;1;11.326999999999998;1
3143;male;54;467.5750000000006;1
24;male;2;9.939000000000306;1
23;male;1;23.159000000000106;1
4111;male;30;248.99599999999964;1
1240;male;1;19.251999999999953;1
987;female;1;1.2020000000002256;1
3842;female;13;81.20199999999886;1
431;female;1;36.565000000000055;1
2771;male;5;9.77299999999991;1
772;female;11;137.65600000000035;1
1650;male;2;25.511999999999716;1
4403;male;2;4.668000000000006;1
2576;female;6;12.660000000000025;1
3397;male;1;3.296000000000049;1
32;male;1;20.569999999999993;1
2839;male;3;25.94100000000003;1
904;male;4;59.64199999999997;1
1132;male;4;16.491999999999734;1
4421;male;1;9.786999999999978;1
4360;female;12;178.29299999999967;1
147;male;2;102.29499999999996;1
1834;female;1;1.2489999999997963;1
4164;male;12;118.02500000000032;1
1496;male;3;54.26900000000012;1
3064;NA;1;0.6079999999999472;1
266;male;2;153.94600000000003;1
2150;male;2;4.13799999999992;1
3521;female;1;10.967000000000041;1
3186;female;1;14.60200000000009;1
1709;female;1;69.92499999999973;1
589;female;1;35.24199999999996;1
401;male;1;78.22199999999998;1
3375;female;1;13.491999999999734;1
3724;male;4;39.447999999999865;1
3693;male;11;232.36200000000008;1
3386;male;1;9.847999999999985;1
2899;male;84;837.6939999999992;4
2757;male;17;116.08600000000004;1
1391;male;1;15.32699999999977;1
4447;female;2;5.087999999999994;1
3943;female;2;2.7549999999999386;1
937;female;1;8.852000000000317;1
4925;male;25;106.81299999999987;1
3919;male;1;3.8220000000000027;1
2831;male;1;3.4279999999998836;1
3720;male;12;187.70799999999997;1
4492;female;4;30.388000000000034;1
2540;female;13;487.89700000000005;1
2919;female;35;375.7849999999976;1
825;male;58;2437.031;3
4646;male;1;12.49600000000001;1
2252;male;2;120.83500000000001;1
1907;male;6;292.429;1
3454;female;68;1659.9820000000007;3
1555;male;2;56.502000000000294;1
4214;female;2;5.731000000000051;1
130;female;1;1.8889999999998963;1
3784;male;2;21.772000000000162;1
585;female;15;632.8859999999995;3
3285;male;84;1130.229000000001;4
2180;male;5;40.007000000000176;1
3207;male;246;1143.0277794529993;4
55;male;23;1754.6340000000014;3
4702;male;15;33.71599999999998;1
4318;female;2;7.9849999999999;1
2145;female;1;58.36500000000001;1
4306;male;1;1.5060000000000002;1
1764;female;1;4.722999999999956;1
886;male;7;107.34500000000028;1
274;male;14;661.48;3
1682;male;2;49.014000000000124;1
1487;male;1;22.850000000000023;1
3595;male;2;15.308999999999969;1
1386;female;2;2.0519999999997935;1
1305;male;21;764.159;3
2289;male;13;258.683;1
4875;male;3;2.1829999999999927;1
1413;female;2;6.089000000000169;1
289;male;2;45.928000000000054;1
1089;male;1;41.18299999999999;1
306;female;1;110.29899999999998;1
4300;male;13;40.7770000000005;1
2816;male;3;103.02699999999959;1
3306;male;21;223.13800000000003;1
535;male;31;748.3110000000001;3
1775;male;1;19.215999999999894;1
1671;female;6;10.66199999999995;1
4269;female;2;16.414999999999992;1
976;male;13;760.4740000000002;3
1041;female;1;1.15300000000002;1
397;male;2;51.601;1
895;female;14;339.00299999999925;1
1097;male;1;55.666999999999916;1
3138;female;1;3.2150000000001455;1
2495;female;3;114.80100000000004;1
766;male;1;4.296000000000049;1
3518;female;1;2.4429999999999836;1
519;male;2;29.245000000000005;1
221;male;24;865.6529999999995;3
996;female;2;114.42200000000007;1
1290;female;4;20.374999999999886;1
4605;female;1;1.0199999999999818;1
43;male;8;373.4659999999999;1
3626;male;2;0.7960000000000207;1
4149;male;5;10.20199999999997;1
2280;male;3;12.238999999999919;1
894;male;1;0.3170000000000073;1
2898;male;66;761.3479999999978;3
1020;male;10;489.55699999999985;1
2654;female;2;47.38499999999999;1
2973;female;7;12.993000000000848;1
82;male;15;392.275;1
1814;male;2;5.817999999999756;1
1038;female;4;10.086999999999875;1
3812;male;1;13.032999999999902;1
2352;female;3;56.23199999999994;1
4264;male;12;203.4699999999998;1
1624;male;1;53.11200000000008;1
3317;male;293;1057.753999999999;4
2847;male;3;45.92300000000023;1
171;female;2;3.175999999999931;1
1450;male;2;3.461999999999989;1
2666;male;8;207.6199999999999;1
4329;male;2;6.592999999999989;1
4078;male;8;22.833000000000027;1
2020;female;2;246.31699999999995;1
